Load Port,Eqp Type (Abrv) in Shipment,ETD,Dsch Port,ETA Dsch Port,Final Dest,ETA Final Dest,Msr (Per Eqp),Unit of Measure,Wgt (Per Eqp),Unit of Measure,PO No.,Item Class,Shipped Qty,PkgCode,Shipped Dtl Qty,PkgCode,Item Shipped Wgt,Unit of Measure,Item Shipped Msr,Unit of Measure
BANGLADESH - CHITTAGONG,20FT,06/20/2016,UK - SOUTHAMPTON,07/12/2016,UK Door,07/17/2016,23.88,M3,2746.96, KG ,,I-Knitwear,8,CTN,225, PCS ,113.44, KG ,0.72,CBM
BANGLADESH - CHITTAGONG,20FT,06/20/2016,UK - SOUTHAMPTON,07/12/2016,UK Door,07/17/2016,23.88,M3,2746.96, KG ,,I-Knitwear,40,CTN,1097, PCS ,578.4, KG ,3.6,CBM
BANGLADESH - CHITTAGONG,20FT,06/20/2016,UK - SOUTHAMPTON,07/12/2016,UK Door,07/17/2016,23.88,M3,2746.96, KG ,,I-Knitwear,8,CTN,225, PCS ,113.44, KG ,0.72,CBM
BANGLADESH - CHITTAGONG,20FT,06/20/2016,UK - SOUTHAMPTON,07/12/2016,UK Door,07/17/2016,23.88,M3,2746.96, KG ,,I-Knitwear,8,CTN,225, PCS ,113.44, KG ,0.72,CBM
BANGLADESH - CHITTAGONG,20FT,06/20/2016,UK - SOUTHAMPTON,07/12/2016,UK Door,07/17/2016,23.88,M3,2746.96, KG ,,I-Knitwear,40,CTN,1105, PCS ,578.4, KG ,3.6,CBM
BANGLADESH - CHITTAGONG,20FT,06/20/2016,UK - SOUTHAMPTON,07/12/2016,UK Door,07/17/2016,23.88,M3,2746.96, KG ,,I-Knitwear,8,CTN,90, PCS ,50.4, KG ,0.62,CBM
BANGLADESH - CHITTAGONG,20FT,06/20/2016,UK - SOUTHAMPTON,07/12/2016,UK Door,07/17/2016,23.88,M3,2746.96, KG ,,I-Knitwear,28,CTN,360, PCS ,176.4, KG ,2.17,CBM
BANGLADESH - CHITTAGONG,20FT,06/20/2016,UK - SOUTHAMPTON,07/12/2016,UK Door,07/17/2016,23.88,M3,2746.96, KG ,,I-Knitwear,18,CTN,210, PCS ,113.4, KG ,1.4,CBM
BANGLADESH - CHITTAGONG,20FT,06/20/2016,UK - SOUTHAMPTON,07/12/2016,UK Door,07/17/2016,23.88,M3,2746.96, KG ,,I-Knitwear,67,CTN,840, PCS ,422.1, KG ,5.19,CBM
BANGLADESH - CHITTAGONG,20FT,06/20/2016,UK - SOUTHAMPTON,07/12/2016,UK Door,07/17/2016,23.88,M3,2746.96, KG ,,I-Knitwear,50,CTN,500, PCS ,330, KG ,3.88,CBM
BANGLADESH - CHITTAGONG,20FT,06/20/2016,UK - SOUTHAMPTON,07/12/2016,UK Door,07/17/2016,23.88,M3,2746.96, KG ,,I-Knitwear,7,CTN,63, PCS ,44.1, KG ,0.54,CBM
CHINA - YANTIAN,20FT,06/20/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/13/2016,12.6,M3,2623,KG,,B-Jeans,272,CTN,8006,PCS,2623,KG,12.6,CBM
CHINA - YANTIAN,40FT,06/20/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/13/2016,0.87,M3,212,KG,,M-Tops,40,CTN,2000,PCS,212,KG,0.87,CBM
CHINA - YANTIAN,40FT,06/20/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/13/2016,0.87,M3,212,KG,,M-Tops,40,CTN,2000,PCS,212,KG,0.87,CBM
CHINA - YANTIAN,40FT,06/20/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/13/2016,0.87,M3,212,KG,,M-Tops,40,CTN,2000,PCS,212,KG,0.87,CBM
CHINA - YANTIAN,40FT,06/20/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/13/2016,0.43,M3,106,KG,,M-Tops,20,CTN,1000,PCS,106,KG,0.43,CBM
CHINA - YANTIAN,40FT,06/20/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/13/2016,14.08,M3,1311,KG,,I-Knitwear,230,CTN,3220,PCS,1311,KG,14.08,CBM
CHINA - YANTIAN,40FT,06/20/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/13/2016,4.66,M3,440,KG,,I-Knitwear,76,CTN,1080,PCS,440,KG,4.66,CBM
CHINA - YANTIAN,40FT,06/20/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/13/2016,4.51,M3,827,KG,,B-Jeans,88,CTN,1584,PCS,827,KG,4.51,CBM
CHINA - YANTIAN,40FT,06/20/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/13/2016,4.51,M3,809,KG,,B-Jeans,88,CTN,1584,PCS,809,KG,4.51,CBM
CHINA - YANTIAN,40FT,06/20/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/13/2016,2.03,M3,402,KG,,B-Jeans,37,CTN,999,PCS,402,KG,2.03,CBM
CHINA - YANTIAN,40FT,06/20/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/13/2016,0.11,M3,16,KG,,B-Jeans,2,CTN,32,PCS,16,KG,0.11,CBM
CHINA - YANTIAN,40FT,06/20/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/13/2016,2.12,M3,423,KG,,Y-Skirts,40,CTN,1000,PCS,423,KG,2.12,CBM
CHINA - YANTIAN,40FT,06/20/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/13/2016,2.6,M3,530,KG,,Y-Skirts,34,CTN,1102,PCS,530,KG,2.6,CBM
CHINA - YANTIAN,40FT,06/20/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/13/2016,4.44,M3,736,KG,,Y-Skirts,58,CTN,1624,PCS,736,KG,4.44,CBM
CHINA - YANTIAN,40FT,06/20/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/13/2016,0.46,M3,62,KG,,Y-Skirts,6,CTN,107,PCS,62,KG,0.46,CBM
CHINA - YANTIAN,40FT,06/20/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/13/2016,0.08,M3,6,KG,,Y-Skirts,1,CTN,12,PCS,6,KG,0.08,CBM
CHINA - YANTIAN,40FT,06/20/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/13/2016,0.08,M3,5,KG,,Y-Skirts,1,CTN,12,PCS,5,KG,0.08,CBM
CHINA - YANTIAN,40FT,06/20/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/13/2016,0.08,M3,12,KG,,Y-Skirts,1,CTN,26,PCS,12,KG,0.08,CBM
CHINA - YANTIAN,40FT,06/20/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/13/2016,0.08,M3,6,KG,,Y-Skirts,1,CTN,12,PCS,6,KG,0.08,CBM
CHINA - YANTIAN,40FT,06/20/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/13/2016,0.08,M3,5,KG,,Y-Skirts,1,CTN,9,PCS,5,KG,0.08,CBM
CHINA - YANTIAN,40FT,06/20/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/13/2016,0.67,M3,122,KG,,I-Knitwear,9,CTN,399,PCS,122,KG,0.67,CBM
CHINA - YANTIAN,40FT,06/20/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/13/2016,0.51,M3,95,KG,,I-Knitwear,7,CTN,296,PCS,95,KG,0.51,CBM
CHINA - YANTIAN,40FT,06/20/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/13/2016,1.04,M3,135,KG,,I-Knitwear,10,CTN,201,PCS,135,KG,1.04,CBM
CHINA - YANTIAN,40FT,06/20/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/13/2016,0.52,M3,135,KG,,I-Knitwear,5,CTN,99,PCS,135,KG,0.52,CBM
CHINA - YANTIAN,40FT,06/20/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/13/2016,0.99,M3,66,KG,,I-Knitwear,10,CTN,201,PCS,66,KG,0.99,CBM
CHINA - YANTIAN,20FT,06/20/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/13/2016,10.51,M3,1816,KG,,B-Jeans,227,CTN,2724,PCS,1816,KG,10.51,CBM
CHINA - YANTIAN,20FT,06/20/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/13/2016,1.16,M3,216,KG,,B-Jeans,28,CTN,336,PCS,216,KG,1.16,CBM
CHINA - YANTIAN,20FT,06/20/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/13/2016,9.72,M3,1680,KG,,B-Jeans,210,CTN,2520,PCS,1680,KG,9.72,CBM
CHINA - YANTIAN,20FT,06/20/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/13/2016,0.99,M3,183,KG,,B-Jeans,24,CTN,288,PCS,183,KG,0.99,CBM
CHINA - YANTIAN,20FT,06/20/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/13/2016,8.89,M3,1200,KG,,B-Jeans,120,CTN,2160,PCS,1200,KG,8.89,CBM
CHINA - YANTIAN,20FT,06/20/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/13/2016,8,M3,306.9,KG,,B-Jeans,32,CTN,576,PCS,306.9,KG,8,CBM
CHINA - YANTIAN,20FT,06/20/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/13/2016,1.53,M3,1080,KG,,B-Jeans,108,CTN,1944,PCS,1080,KG,1.53,CBM
CHINA - YANTIAN,20FT,06/20/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/13/2016,1.1,M3,219.6,KG,,B-Jeans,23,CTN,414,PCS,219.6,KG,1.1,CBM
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,9,BAG,63,PCS,63,KG,,CBM
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,9,BAG,63,PCS,63,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,8,BAG,56,PCS,56,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,1,BAG,8,PCS,8,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,1,BAG,7,PCS,7,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,8,BAG,56,PCS,56,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,9,BAG,63,PCS,63,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,9,BAG,63,PCS,63,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,9,BAG,63,PCS,63,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,5,BAG,35,PCS,35,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,1,BAG,7,PCS,7,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,1,BAG,7,PCS,7,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,2,BAG,14,PCS,14,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,9,BAG,63,PCS,63,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,9,BAG,63,PCS,63,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,9,BAG,63,PCS,63,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,9,BAG,63,PCS,63,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,2,BAG,14,PCS,14,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,1,BAG,7,PCS,7,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,1,BAG,7,PCS,7,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,5,BAG,35,PCS,35,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,9,BAG,63,PCS,63,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,9,BAG,63,PCS,63,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,9,BAG,63,PCS,63,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,8,BAG,56,PCS,56,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,1,BAG,8,PCS,8,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,1,BAG,8,PCS,8,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,1,BAG,8,PCS,8,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,6,BAG,42,PCS,42,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,1,BAG,4,PCS,4,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,9,BAG,63,PCS,63,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,9,BAG,63,PCS,63,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,2,BAG,14,PCS,14,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,1,BAG,7,PCS,7,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,1,BAG,8,PCS,8,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,5,BAG,35,PCS,35,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,9,BAG,63,PCS,63,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,1,BAG,7,PCS,7,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,1,BAG,5,PCS,5,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,7,BAG,49,PCS,49,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,9,BAG,63,PCS,63,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,9,BAG,63,PCS,63,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,6,BAG,42,PCS,42,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,3,BAG,21,PCS,21,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,1,BAG,7,PCS,7,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,3,BAG,21,PCS,21,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,4,BAG,28,PCS,28,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,8,BAG,56,PCS,56,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,8,BAG,56,PCS,56,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,5,BAG,35,PCS,35,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,3,BAG,21,PCS,21,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,8,BAG,56,PCS,56,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,4,BAG,28,PCS,28,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,4,BAG,28,PCS,28,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,8,BAG,56,PCS,56,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,8,BAG,56,PCS,56,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,5,BAG,35,PCS,35,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,1,BAG,8,PCS,8,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,8,BAG,56,PCS,56,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,8,BAG,56,PCS,56,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,8,BAG,56,PCS,56,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,8,BAG,56,PCS,56,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,8,BAG,56,PCS,56,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,8,BAG,56,PCS,56,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,8,BAG,56,PCS,56,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,8,BAG,56,PCS,56,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,3,BAG,21,PCS,21,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,1,BAG,9,PCS,9,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2616,KG,,D-Jackets,1,BAG,9,PCS,9,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2448,KG,,D-Jackets,8,BAG,56,PCS,56,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2448,KG,,D-Jackets,5,BAG,35,PCS,35,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2448,KG,,D-Jackets,3,BAG,21,PCS,21,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2448,KG,,D-Jackets,8,BAG,56,PCS,56,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2448,KG,,D-Jackets,2,BAG,14,PCS,14,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2448,KG,,D-Jackets,6,BAG,42,PCS,42,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2448,KG,,D-Jackets,8,BAG,56,PCS,56,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2448,KG,,D-Jackets,8,BAG,56,PCS,56,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2448,KG,,D-Jackets,8,BAG,56,PCS,56,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2448,KG,,D-Jackets,1,BAG,7,PCS,7,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2448,KG,,D-Jackets,1,BAG,6,PCS,6,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2448,KG,,D-Jackets,6,BAG,42,PCS,42,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2448,KG,,D-Jackets,7,BAG,49,PCS,49,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2448,KG,,D-Jackets,1,BAG,6,PCS,6,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2448,KG,,D-Jackets,8,BAG,56,PCS,56,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2448,KG,,D-Jackets,4,BAG,28,PCS,28,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2448,KG,,D-Jackets,4,BAG,28,PCS,28,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2448,KG,,D-Jackets,9,BAG,63,PCS,63,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2448,KG,,D-Jackets,8,BAG,56,PCS,56,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2448,KG,,D-Jackets,8,BAG,56,PCS,56,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2448,KG,,D-Jackets,5,BAG,35,PCS,35,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2448,KG,,D-Jackets,3,BAG,21,PCS,21,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2448,KG,,D-Jackets,8,BAG,56,PCS,56,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2448,KG,,D-Jackets,8,BAG,56,PCS,56,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2448,KG,,D-Jackets,3,BAG,21,PCS,21,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2448,KG,,D-Jackets,1,BAG,7,PCS,7,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2448,KG,,D-Jackets,4,BAG,28,PCS,28,KG,,
CHINA - SHANGHAI,40FT,06/15/2016,UK - FELIXSTOWE,07/14/2016,UK Door,07/19/2016,58,M3,2448,KG,,D-Jackets,7,BAG,49,PCS,49,KG,,
