Load_Port,Item_Class,ETD_Yr,ETD_Day,ETD_Mth,ETD_Dte,ETD,ETA_Yr,ETD_Day_1,ETD_Mth_1,ETA_Dsch_Port_Dte,ETA_Dsch_Port,Sum_Shipped_Msr,Load_port_1,ETD_Dte_1,mth_ETD,ETA_Dsch_Port_Dte_1,Item_Class_1,HK_Prev_diff_ETD,HK_Prev_diff_ETA,HK_Prev_ETD,HK_Prev_ETA,HK_Next_diff_ETD,HK_Next_diff_ETA,HK_Next_ETD,HK_Next_ETA,UK_Prev_diff_ETD,UK_Prev_diff_ETA,UK_Prev_ETD,UK_Prev_ETA,UK_Next_diff_ETD,UK_Next_diff_ETA,UK_Next_ETD,UK_Next_ETA,ETD_Dte_2,Load_Port_2,Item_Class_2,prev_ETD_Dte,prev_Shipped_Msr,prev_ETD_Dte_diff,Transport_Days
CAMBODIA - SIHANOUKVILLE,K-Shirts,2017,2,12,2017-02-12,02/12/2017,2017,2,12,2017-03-10,03/10/2017,17,CAMBODIA - SIHANOUKVILLE,2017-02-12,2,2017-03-10,K-Shirts,-12,-38,2017-01-31,2017-01-31,51,25,2017-04-04,2017-04-04,-41,-67,2017-01-02,2017-01-02,61,35,2017-04-14,2017-04-14,2017-02-12,CAMBODIA - SIHANOUKVILLE,K-Shirts,2017-01-22,51.58,21,26
CAMBODIA - SIHANOUKVILLE,K-Shirts,2017,2,19,2017-02-19,02/19/2017,2017,2,19,2017-03-14,03/14/2017,125.02535,CAMBODIA - SIHANOUKVILLE,2017-02-19,2,2017-03-14,K-Shirts,-19,-42,2017-01-31,2017-01-31,44,21,2017-04-04,2017-04-04,-48,-71,2017-01-02,2017-01-02,54,31,2017-04-14,2017-04-14,2017-02-19,CAMBODIA - SIHANOUKVILLE,K-Shirts,2017-02-12,17,7,23
CAMBODIA - SIHANOUKVILLE,K-Shirts,2017,2,26,2017-02-26,02/26/2017,2017,2,26,2017-03-28,03/28/2017,57.8655,CAMBODIA - SIHANOUKVILLE,2017-02-26,2,2017-03-28,K-Shirts,-26,-56,2017-01-31,2017-01-31,37,7,2017-04-04,2017-04-04,-55,-85,2017-01-02,2017-01-02,47,17,2017-04-14,2017-04-14,2017-02-26,CAMBODIA - SIHANOUKVILLE,K-Shirts,2017-02-19,125.02535,7,30
CAMBODIA - SIHANOUKVILLE,K-Shirts,2017,3,5,2017-03-05,03/05/2017,2017,3,5,2017-04-04,04/04/2017,12.72,CAMBODIA - SIHANOUKVILLE,2017-03-05,3,2017-04-04,K-Shirts,-33,-63,2017-01-31,2017-01-31,30,10,2017-04-04,2017-04-14,-62,-92,2017-01-02,2017-01-02,40,10,2017-04-14,2017-04-14,2017-03-05,CAMBODIA - SIHANOUKVILLE,K-Shirts,2017-02-26,57.8655,7,30
CAMBODIA - SIHANOUKVILLE,K-Shirts,2016,8,7,2016-08-07,08/07/2016,2016,8,7,2016-08-31,08/31/2016,10.187964,CAMBODIA - SIHANOUKVILLE,2016-08-07,8,2016-08-31,K-Shirts,-37,-61,2016-07-01,2016-07-01,40,16,2016-09-16,2016-09-16,-69,-2,2016-05-30,2016-08-29,22,116,2016-08-29,2016-12-25,,,,,,,24
CAMBODIA - SIHANOUKVILLE,K-Shirts,2016,8,14,2016-08-14,08/14/2016,2016,8,14,2016-09-07,09/07/2016,11.904,CAMBODIA - SIHANOUKVILLE,2016-08-14,8,2016-09-07,K-Shirts,-44,-68,2016-07-01,2016-07-01,33,9,2016-09-16,2016-09-16,-76,-9,2016-05-30,2016-08-29,15,109,2016-08-29,2016-12-25,2016-08-14,CAMBODIA - SIHANOUKVILLE,K-Shirts,2016-08-07,10.187964,7,24
CAMBODIA - SIHANOUKVILLE,K-Shirts,2016,9,11,2016-09-11,09/11/2016,2016,9,11,2016-10-13,10/13/2016,16.6,CAMBODIA - SIHANOUKVILLE,2016-09-11,9,2016-10-13,K-Shirts,-72,-104,2016-07-01,2016-07-01,5,73,2016-09-16,2016-12-25,-13,-45,2016-08-29,2016-08-29,105,73,2016-12-25,2016-12-25,2016-09-11,CAMBODIA - SIHANOUKVILLE,K-Shirts,2016-08-14,11.904,28,32
CAMBODIA - SIHANOUKVILLE,K-Shirts,2016,9,25,2016-09-25,09/25/2016,2016,9,25,2016-11-01,11/01/2016,8.88,CAMBODIA - SIHANOUKVILLE,2016-09-25,9,2016-11-01,K-Shirts,-9,-46,2016-09-16,2016-09-16,6,54,2016-10-01,2016-12-25,-27,-64,2016-08-29,2016-08-29,91,54,2016-12-25,2016-12-25,2016-09-25,CAMBODIA - SIHANOUKVILLE,K-Shirts,2016-09-11,16.6,14,37
CAMBODIA - SIHANOUKVILLE,K-Shirts,2016,10,16,2016-10-16,10/16/2016,2016,10,16,2016-11-24,11/24/2016,11.46,CAMBODIA - SIHANOUKVILLE,2016-10-16,10,2016-11-24,K-Shirts,-6,-45,2016-10-10,2016-10-10,70,31,2016-12-25,2016-12-25,-48,-87,2016-08-29,2016-08-29,70,31,2016-12-25,2016-12-25,2016-10-16,CAMBODIA - SIHANOUKVILLE,K-Shirts,2016-09-25,8.88,21,39
CAMBODIA - SIHANOUKVILLE,K-Shirts,2016,10,23,2016-10-23,10/23/2016,2016,10,23,2016-11-24,11/24/2016,9.61,CAMBODIA - SIHANOUKVILLE,2016-10-23,10,2016-11-24,K-Shirts,-13,-45,2016-10-10,2016-10-10,63,31,2016-12-25,2016-12-25,-55,-87,2016-08-29,2016-08-29,63,31,2016-12-25,2016-12-25,2016-10-23,CAMBODIA - SIHANOUKVILLE,K-Shirts,2016-10-16,11.46,7,32
CAMBODIA - SIHANOUKVILLE,K-Shirts,2016,12,18,2016-12-18,12/18/2016,2017,12,18,2017-01-19,01/19/2017,12.45,CAMBODIA - SIHANOUKVILLE,2016-12-18,12,2017-01-19,K-Shirts,-69,-101,2016-10-10,2016-10-10,7,9,2016-12-25,2017-01-28,-111,-17,2016-08-29,2017-01-02,7,85,2016-12-25,2017-04-14,2016-12-18,CAMBODIA - SIHANOUKVILLE,K-Shirts,2016-10-23,9.61,56,32
CAMBODIA - SIHANOUKVILLE,M-Tops,2016,3,6,2016-03-06,03/06/2016,2016,3,6,2016-04-11,04/11/2016,47.25,CAMBODIA - SIHANOUKVILLE,2016-03-06,3,2016-04-11,M-Tops,-25,-61,2016-02-10,2016-02-10,19,20,2016-03-25,2016-05-01,-65,-14,2016-01-01,2016-03-28,19,21,2016-03-25,2016-05-02,,,,,,,36
CAMBODIA - SIHANOUKVILLE,M-Tops,2016,3,13,2016-03-13,03/13/2016,2016,3,13,2016-04-17,04/17/2016,33.166848,CAMBODIA - SIHANOUKVILLE,2016-03-13,3,2016-04-17,M-Tops,-32,-67,2016-02-10,2016-02-10,12,14,2016-03-25,2016-05-01,-72,-20,2016-01-01,2016-03-28,12,15,2016-03-25,2016-05-02,2016-03-13,CAMBODIA - SIHANOUKVILLE,M-Tops,2016-03-06,47.25,7,35
CAMBODIA - SIHANOUKVILLE,M-Tops,2016,8,14,2016-08-14,08/14/2016,2016,8,14,2016-09-15,09/15/2016,10.32,CAMBODIA - SIHANOUKVILLE,2016-08-14,8,2016-09-15,M-Tops,-44,-76,2016-07-01,2016-07-01,33,1,2016-09-16,2016-09-16,-76,-17,2016-05-30,2016-08-29,15,101,2016-08-29,2016-12-25,2016-08-14,CAMBODIA - SIHANOUKVILLE,M-Tops,2016-03-13,33.166848,154,32
CAMBODIA - SIHANOUKVILLE,S-Shorts,2017,1,15,2017-01-15,01/15/2017,2017,1,15,2017-02-15,02/15/2017,19.12,CAMBODIA - SIHANOUKVILLE,2017-01-15,1,2017-02-15,S-Shorts,-13,-44,2017-01-02,2017-01-02,13,48,2017-01-28,2017-04-04,-13,-44,2017-01-02,2017-01-02,89,58,2017-04-14,2017-04-14,2017-01-15,CAMBODIA - SIHANOUKVILLE,S-Shorts,2016-05-01,22.12,259,31
CAMBODIA - SIHANOUKVILLE,S-Shorts,2017,2,19,2017-02-19,02/19/2017,2017,2,19,2017-03-31,03/31/2017,26.784,CAMBODIA - SIHANOUKVILLE,2017-02-19,2,2017-03-31,S-Shorts,-19,-59,2017-01-31,2017-01-31,44,4,2017-04-04,2017-04-04,-48,-88,2017-01-02,2017-01-02,54,14,2017-04-14,2017-04-14,2017-02-19,CAMBODIA - SIHANOUKVILLE,S-Shorts,2017-01-15,19.12,35,40
CAMBODIA - SIHANOUKVILLE,S-Shorts,2016,3,13,2016-03-13,03/13/2016,2016,3,13,2016-04-08,04/08/2016,5.13,CAMBODIA - SIHANOUKVILLE,2016-03-13,3,2016-04-08,S-Shorts,-32,-58,2016-02-10,2016-02-10,12,23,2016-03-25,2016-05-01,-72,-11,2016-01-01,2016-03-28,12,24,2016-03-25,2016-05-02,,,,,,,26
CAMBODIA - SIHANOUKVILLE,S-Shorts,2016,4,10,2016-04-10,04/10/2016,2016,4,10,2016-05-07,05/07/2016,63.74016,CAMBODIA - SIHANOUKVILLE,2016-04-10,4,2016-05-07,S-Shorts,-6,-33,2016-04-04,2016-04-04,21,7,2016-05-01,2016-05-14,-13,-5,2016-03-28,2016-05-02,22,23,2016-05-02,2016-05-30,2016-04-10,CAMBODIA - SIHANOUKVILLE,S-Shorts,2016-03-13,5.13,28,27
CAMBODIA - SIHANOUKVILLE,S-Shorts,2016,5,1,2016-05-01,05/01/2016,2016,5,1,2016-05-25,05/25/2016,22.12,CAMBODIA - SIHANOUKVILLE,2016-05-01,5,2016-05-25,S-Shorts,0,-24,2016-05-01,2016-05-01,1,15,2016-05-02,2016-06-09,-34,-23,2016-03-28,2016-05-02,1,5,2016-05-02,2016-05-30,2016-05-01,CAMBODIA - SIHANOUKVILLE,S-Shorts,2016-04-10,63.74016,21,24
CAMBODIA - SIHANOUKVILLE,Y-Skirts,2017,1,8,2017-01-08,01/08/2017,2017,1,8,2017-02-09,02/09/2017,11.24,CAMBODIA - SIHANOUKVILLE,2017-01-08,1,2017-02-09,Y-Skirts,-6,-38,2017-01-02,2017-01-02,20,54,2017-01-28,2017-04-04,-6,-38,2017-01-02,2017-01-02,96,64,2017-04-14,2017-04-14,2017-01-08,CAMBODIA - SIHANOUKVILLE,Y-Skirts,2016-12-11,8.84,28,32
CAMBODIA - SIHANOUKVILLE,Y-Skirts,2017,1,15,2017-01-15,01/15/2017,2017,1,15,2017-02-15,02/15/2017,20.16,CAMBODIA - SIHANOUKVILLE,2017-01-15,1,2017-02-15,Y-Skirts,-13,-44,2017-01-02,2017-01-02,13,48,2017-01-28,2017-04-04,-13,-44,2017-01-02,2017-01-02,89,58,2017-04-14,2017-04-14,2017-01-15,CAMBODIA - SIHANOUKVILLE,Y-Skirts,2017-01-08,11.24,7,31
CAMBODIA - SIHANOUKVILLE,Y-Skirts,2017,1,22,2017-01-22,01/22/2017,2017,1,22,2017-02-25,02/25/2017,17.99,CAMBODIA - SIHANOUKVILLE,2017-01-22,1,2017-02-25,Y-Skirts,-20,-54,2017-01-02,2017-01-02,6,38,2017-01-28,2017-04-04,-20,-54,2017-01-02,2017-01-02,82,48,2017-04-14,2017-04-14,2017-01-22,CAMBODIA - SIHANOUKVILLE,Y-Skirts,2017-01-15,20.16,7,34
CAMBODIA - SIHANOUKVILLE,Y-Skirts,2017,2,5,2017-02-05,02/05/2017,2017,2,5,2017-03-18,03/18/2017,6.2,CAMBODIA - SIHANOUKVILLE,2017-02-05,2,2017-03-18,Y-Skirts,-5,-46,2017-01-31,2017-01-31,58,17,2017-04-04,2017-04-04,-34,-75,2017-01-02,2017-01-02,68,27,2017-04-14,2017-04-14,2017-02-05,CAMBODIA - SIHANOUKVILLE,Y-Skirts,2017-01-22,17.99,14,41
CAMBODIA - SIHANOUKVILLE,Y-Skirts,2017,2,12,2017-02-12,02/12/2017,2017,2,12,2017-03-10,03/10/2017,30.89,CAMBODIA - SIHANOUKVILLE,2017-02-12,2,2017-03-10,Y-Skirts,-12,-38,2017-01-31,2017-01-31,51,25,2017-04-04,2017-04-04,-41,-67,2017-01-02,2017-01-02,61,35,2017-04-14,2017-04-14,2017-02-12,CAMBODIA - SIHANOUKVILLE,Y-Skirts,2017-02-05,6.2,7,26
CAMBODIA - SIHANOUKVILLE,Y-Skirts,2017,3,5,2017-03-05,03/05/2017,2017,3,5,2017-04-04,04/04/2017,15.25,CAMBODIA - SIHANOUKVILLE,2017-03-05,3,2017-04-04,Y-Skirts,-33,-63,2017-01-31,2017-01-31,30,10,2017-04-04,2017-04-14,-62,-92,2017-01-02,2017-01-02,40,10,2017-04-14,2017-04-14,2017-03-05,CAMBODIA - SIHANOUKVILLE,Y-Skirts,2017-02-12,30.89,21,30
CAMBODIA - SIHANOUKVILLE,Y-Skirts,2016,7,3,2016-07-03,07/03/2016,2016,7,3,2016-07-27,07/27/2016,13.95,CAMBODIA - SIHANOUKVILLE,2016-07-03,7,2016-07-27,Y-Skirts,-2,-26,2016-07-01,2016-07-01,75,51,2016-09-16,2016-09-16,-34,-58,2016-05-30,2016-05-30,57,33,2016-08-29,2016-08-29,,,,,,,24
CAMBODIA - SIHANOUKVILLE,Y-Skirts,2016,7,31,2016-07-31,07/31/2016,2016,7,31,2016-08-27,08/27/2016,32.328288,CAMBODIA - SIHANOUKVILLE,2016-07-31,7,2016-08-27,Y-Skirts,-30,-57,2016-07-01,2016-07-01,47,20,2016-09-16,2016-09-16,-62,-89,2016-05-30,2016-05-30,29,2,2016-08-29,2016-08-29,2016-07-31,CAMBODIA - SIHANOUKVILLE,Y-Skirts,2016-07-03,13.95,28,27
CAMBODIA - SIHANOUKVILLE,Y-Skirts,2016,11,6,2016-11-06,11/06/2016,2016,11,6,2016-12-03,12/03/2016,9.43,CAMBODIA - SIHANOUKVILLE,2016-11-06,11,2016-12-03,Y-Skirts,-27,-54,2016-10-10,2016-10-10,49,22,2016-12-25,2016-12-25,-69,-96,2016-08-29,2016-08-29,49,22,2016-12-25,2016-12-25,2016-11-06,CAMBODIA - SIHANOUKVILLE,Y-Skirts,2016-07-31,32.328288,98,27
CAMBODIA - SIHANOUKVILLE,Y-Skirts,2016,12,4,2016-12-04,12/04/2016,2016,12,4,2016-12-28,12/28/2016,29.1,CAMBODIA - SIHANOUKVILLE,2016-12-04,12,2016-12-28,Y-Skirts,-55,-79,2016-10-10,2016-10-10,21,4,2016-12-25,2017-01-01,-97,-1,2016-08-29,2016-12-27,21,4,2016-12-25,2017-01-01,2016-12-04,CAMBODIA - SIHANOUKVILLE,Y-Skirts,2016-11-06,9.43,28,24
CAMBODIA - SIHANOUKVILLE,Y-Skirts,2016,12,11,2016-12-11,12/11/2016,2017,12,11,2017-01-12,01/12/2017,8.84,CAMBODIA - SIHANOUKVILLE,2016-12-11,12,2017-01-12,Y-Skirts,-62,-94,2016-10-10,2016-10-10,14,16,2016-12-25,2017-01-28,-104,-10,2016-08-29,2017-01-02,14,92,2016-12-25,2017-04-14,2016-12-11,CAMBODIA - SIHANOUKVILLE,Y-Skirts,2016-12-04,29.1,7,32
CHINA - NINGBO,A-Accessories,2016,9,1,2016-09-01,09/01/2016,2016,9,1,2016-09-28,09/28/2016,19.63,CHINA - NINGBO,2016-09-01,9,2016-09-28,A-Accessories,-62,-89,2016-07-01,2016-07-01,15,3,2016-09-16,2016-10-01,-3,-30,2016-08-29,2016-08-29,115,88,2016-12-25,2016-12-25,,,,,,,27
CHINA - NINGBO,C-Trousers,2017,1,26,2017-01-26,01/26/2017,2017,1,26,2017-02-25,02/25/2017,1.05,CHINA - NINGBO,2017-01-26,1,2017-02-25,C-Trousers,-24,-54,2017-01-02,2017-01-02,2,38,2017-01-28,2017-04-04,-24,-54,2017-01-02,2017-01-02,78,48,2017-04-14,2017-04-14,2017-01-26,CHINA - NINGBO,C-Trousers,2016-12-29,7.344,28,30
CHINA - NINGBO,C-Trousers,2016,5,19,2016-05-19,05/19/2016,2016,5,19,2016-06-15,06/15/2016,0,CHINA - NINGBO,2016-05-19,5,2016-06-15,C-Trousers,-5,-32,2016-05-14,2016-05-14,21,16,2016-06-09,2016-07-01,-17,-16,2016-05-02,2016-05-30,11,75,2016-05-30,2016-08-29,,,,,,,27
CHINA - NINGBO,C-Trousers,2016,5,26,2016-05-26,05/26/2016,2016,5,26,2016-06-23,06/23/2016,0,CHINA - NINGBO,2016-05-26,5,2016-06-23,C-Trousers,-12,-40,2016-05-14,2016-05-14,14,8,2016-06-09,2016-07-01,-24,-24,2016-05-02,2016-05-30,4,67,2016-05-30,2016-08-29,2016-05-26,CHINA - NINGBO,C-Trousers,2016-05-19,0,7,28
CHINA - NINGBO,C-Trousers,2016,10,18,2016-10-18,10/18/2016,2016,10,18,2016-11-16,11/16/2016,10.61,CHINA - NINGBO,2016-10-18,10,2016-11-16,C-Trousers,-8,-37,2016-10-10,2016-10-10,68,39,2016-12-25,2016-12-25,-50,-79,2016-08-29,2016-08-29,68,39,2016-12-25,2016-12-25,2016-10-18,CHINA - NINGBO,C-Trousers,2016-05-26,0,145,29
CHINA - NINGBO,C-Trousers,2016,10,21,2016-10-21,10/21/2016,2016,10,21,2016-11-21,11/21/2016,8.74,CHINA - NINGBO,2016-10-21,10,2016-11-21,C-Trousers,-11,-42,2016-10-10,2016-10-10,65,34,2016-12-25,2016-12-25,-53,-84,2016-08-29,2016-08-29,65,34,2016-12-25,2016-12-25,2016-10-21,CHINA - NINGBO,C-Trousers,2016-10-18,10.61,3,31
CHINA - NINGBO,C-Trousers,2016,12,22,2016-12-22,12/22/2016,2017,12,22,2017-01-19,01/19/2017,10.962,CHINA - NINGBO,2016-12-22,12,2017-01-19,C-Trousers,-73,-101,2016-10-10,2016-10-10,3,9,2016-12-25,2017-01-28,-115,-17,2016-08-29,2017-01-02,3,85,2016-12-25,2017-04-14,2016-12-22,CHINA - NINGBO,C-Trousers,2016-10-21,8.74,62,28
CHINA - NINGBO,C-Trousers,2016,12,29,2016-12-29,12/29/2016,2017,12,29,2017-02-01,02/01/2017,7.344,CHINA - NINGBO,2016-12-29,12,2017-02-01,C-Trousers,-2,-36,2016-12-27,2016-12-27,3,62,2017-01-01,2017-04-04,-2,-30,2016-12-27,2017-01-02,3,72,2017-01-01,2017-04-14,2016-12-29,CHINA - NINGBO,C-Trousers,2016-12-22,10.962,7,34
CHINA - NINGBO,D-Jackets,2016,5,24,2016-05-24,05/24/2016,2016,5,24,2016-06-23,06/23/2016,261.135,CHINA - NINGBO,2016-05-24,5,2016-06-23,D-Jackets,-10,-40,2016-05-14,2016-05-14,16,8,2016-06-09,2016-07-01,-22,-24,2016-05-02,2016-05-30,6,67,2016-05-30,2016-08-29,,,,,,,30
CHINA - NINGBO,F-Sweatshirts,2017,1,11,2017-01-11,01/11/2017,2017,1,11,2017-02-08,02/08/2017,42.521,CHINA - NINGBO,2017-01-11,1,2017-02-08,F-Sweatshirts,-9,-37,2017-01-02,2017-01-02,17,55,2017-01-28,2017-04-04,-9,-37,2017-01-02,2017-01-02,93,65,2017-04-14,2017-04-14,2017-01-11,CHINA - NINGBO,F-Sweatshirts,2016-12-22,38.91,20,28
CHINA - NINGBO,F-Sweatshirts,2017,1,26,2017-01-26,01/26/2017,2017,1,26,2017-02-25,02/25/2017,5.031,CHINA - NINGBO,2017-01-26,1,2017-02-25,F-Sweatshirts,-24,-54,2017-01-02,2017-01-02,2,38,2017-01-28,2017-04-04,-24,-54,2017-01-02,2017-01-02,78,48,2017-04-14,2017-04-14,2017-01-26,CHINA - NINGBO,F-Sweatshirts,2017-01-11,42.521,15,30
CHINA - NINGBO,F-Sweatshirts,2016,5,19,2016-05-19,05/19/2016,2016,5,19,2016-06-15,06/15/2016,58.479,CHINA - NINGBO,2016-05-19,5,2016-06-15,F-Sweatshirts,-5,-32,2016-05-14,2016-05-14,21,16,2016-06-09,2016-07-01,-17,-16,2016-05-02,2016-05-30,11,75,2016-05-30,2016-08-29,,,,,,,27
CHINA - NINGBO,F-Sweatshirts,2016,5,26,2016-05-26,05/26/2016,2016,5,26,2016-06-23,06/23/2016,45.55,CHINA - NINGBO,2016-05-26,5,2016-06-23,F-Sweatshirts,-12,-40,2016-05-14,2016-05-14,14,8,2016-06-09,2016-07-01,-24,-24,2016-05-02,2016-05-30,4,67,2016-05-30,2016-08-29,2016-05-26,CHINA - NINGBO,F-Sweatshirts,2016-05-19,58.479,7,28
CHINA - NINGBO,F-Sweatshirts,2016,7,10,2016-07-10,07/10/2016,2016,7,10,2016-08-10,08/10/2016,27.846,CHINA - NINGBO,2016-07-10,7,2016-08-10,F-Sweatshirts,-9,-40,2016-07-01,2016-07-01,68,37,2016-09-16,2016-09-16,-41,-72,2016-05-30,2016-05-30,50,19,2016-08-29,2016-08-29,2016-07-10,CHINA - NINGBO,F-Sweatshirts,2016-05-26,45.55,45,31
CHINA - NINGBO,F-Sweatshirts,2016,8,17,2016-08-17,08/17/2016,2016,8,17,2016-09-14,09/14/2016,62.55,CHINA - NINGBO,2016-08-17,8,2016-09-14,F-Sweatshirts,-47,-75,2016-07-01,2016-07-01,30,2,2016-09-16,2016-09-16,-79,-16,2016-05-30,2016-08-29,12,102,2016-08-29,2016-12-25,2016-08-17,CHINA - NINGBO,F-Sweatshirts,2016-07-10,27.846,38,28
CHINA - NINGBO,F-Sweatshirts,2016,8,25,2016-08-25,08/25/2016,2016,8,25,2016-09-21,09/21/2016,55.962,CHINA - NINGBO,2016-08-25,8,2016-09-21,F-Sweatshirts,-55,-82,2016-07-01,2016-07-01,22,10,2016-09-16,2016-10-01,-87,-23,2016-05-30,2016-08-29,4,95,2016-08-29,2016-12-25,2016-08-25,CHINA - NINGBO,F-Sweatshirts,2016-08-17,62.55,8,27
CHINA - NINGBO,F-Sweatshirts,2016,9,8,2016-09-08,09/08/2016,2016,9,8,2016-10-05,10/05/2016,5.095,CHINA - NINGBO,2016-09-08,9,2016-10-05,F-Sweatshirts,-69,-96,2016-07-01,2016-07-01,8,4,2016-09-16,2016-10-09,-10,-37,2016-08-29,2016-08-29,108,81,2016-12-25,2016-12-25,2016-09-08,CHINA - NINGBO,F-Sweatshirts,2016-08-25,55.962,14,27
CHINA - NINGBO,F-Sweatshirts,2016,10,18,2016-10-18,10/18/2016,2016,10,18,2016-11-16,11/16/2016,18.49,CHINA - NINGBO,2016-10-18,10,2016-11-16,F-Sweatshirts,-8,-37,2016-10-10,2016-10-10,68,39,2016-12-25,2016-12-25,-50,-79,2016-08-29,2016-08-29,68,39,2016-12-25,2016-12-25,2016-10-18,CHINA - NINGBO,F-Sweatshirts,2016-09-08,5.095,40,29
CHINA - NINGBO,F-Sweatshirts,2016,10,21,2016-10-21,10/21/2016,2016,10,21,2016-11-21,11/21/2016,34.232,CHINA - NINGBO,2016-10-21,10,2016-11-21,F-Sweatshirts,-11,-42,2016-10-10,2016-10-10,65,34,2016-12-25,2016-12-25,-53,-84,2016-08-29,2016-08-29,65,34,2016-12-25,2016-12-25,2016-10-21,CHINA - NINGBO,F-Sweatshirts,2016-10-18,18.49,3,31
CHINA - NINGBO,F-Sweatshirts,2016,12,8,2016-12-08,12/08/2016,2017,12,8,2017-01-05,01/05/2017,14.911,CHINA - NINGBO,2016-12-08,12,2017-01-05,F-Sweatshirts,-59,-87,2016-10-10,2016-10-10,17,23,2016-12-25,2017-01-28,-101,-3,2016-08-29,2017-01-02,17,99,2016-12-25,2017-04-14,2016-12-08,CHINA - NINGBO,F-Sweatshirts,2016-10-21,34.232,48,28
CHINA - NINGBO,F-Sweatshirts,2016,12,22,2016-12-22,12/22/2016,2017,12,22,2017-01-19,01/19/2017,38.91,CHINA - NINGBO,2016-12-22,12,2017-01-19,F-Sweatshirts,-73,-101,2016-10-10,2016-10-10,3,9,2016-12-25,2017-01-28,-115,-17,2016-08-29,2017-01-02,3,85,2016-12-25,2017-04-14,2016-12-22,CHINA - NINGBO,F-Sweatshirts,2016-12-08,14.911,14,28
CHINA - NINGBO,I-Knitwear,2017,1,26,2017-01-26,01/26/2017,2017,1,26,2017-02-25,02/25/2017,2.268,CHINA - NINGBO,2017-01-26,1,2017-02-25,I-Knitwear,-24,-54,2017-01-02,2017-01-02,2,38,2017-01-28,2017-04-04,-24,-54,2017-01-02,2017-01-02,78,48,2017-04-14,2017-04-14,,,,,,,30
CHINA - NINGBO,M-Tops,2017,1,11,2017-01-11,01/11/2017,2017,1,11,2017-02-08,02/08/2017,4.992,CHINA - NINGBO,2017-01-11,1,2017-02-08,M-Tops,-9,-37,2017-01-02,2017-01-02,17,55,2017-01-28,2017-04-04,-9,-37,2017-01-02,2017-01-02,93,65,2017-04-14,2017-04-14,2017-01-11,CHINA - NINGBO,M-Tops,2016-12-08,10.5,34,28
CHINA - NINGBO,M-Tops,2017,1,26,2017-01-26,01/26/2017,2017,1,26,2017-02-25,02/25/2017,4.933,CHINA - NINGBO,2017-01-26,1,2017-02-25,M-Tops,-24,-54,2017-01-02,2017-01-02,2,38,2017-01-28,2017-04-04,-24,-54,2017-01-02,2017-01-02,78,48,2017-04-14,2017-04-14,2017-01-26,CHINA - NINGBO,M-Tops,2017-01-11,4.992,15,30
CHINA - NINGBO,M-Tops,2016,4,8,2016-04-08,04/08/2016,2016,4,8,2016-05-04,05/04/2016,45.884,CHINA - NINGBO,2016-04-08,4,2016-05-04,M-Tops,-4,-30,2016-04-04,2016-04-04,23,10,2016-05-01,2016-05-14,-11,-2,2016-03-28,2016-05-02,24,26,2016-05-02,2016-05-30,,,,,,,26
CHINA - NINGBO,M-Tops,2016,6,4,2016-06-04,06/04/2016,2016,6,4,2016-07-01,07/01/2016,21.229,CHINA - NINGBO,2016-06-04,6,2016-07-01,M-Tops,-21,-48,2016-05-14,2016-05-14,5,77,2016-06-09,2016-09-16,-5,-32,2016-05-30,2016-05-30,86,59,2016-08-29,2016-08-29,2016-06-04,CHINA - NINGBO,M-Tops,2016-04-08,45.884,57,27
CHINA - NINGBO,M-Tops,2016,6,16,2016-06-16,06/16/2016,2016,6,16,2016-07-14,07/14/2016,11.286,CHINA - NINGBO,2016-06-16,6,2016-07-14,M-Tops,-7,-35,2016-06-09,2016-06-09,15,64,2016-07-01,2016-09-16,-17,-45,2016-05-30,2016-05-30,74,46,2016-08-29,2016-08-29,2016-06-16,CHINA - NINGBO,M-Tops,2016-06-04,21.229,12,28
CHINA - NINGBO,M-Tops,2016,6,30,2016-06-30,06/30/2016,2016,6,30,2016-07-28,07/28/2016,25.957,CHINA - NINGBO,2016-06-30,6,2016-07-28,M-Tops,-21,-49,2016-06-09,2016-06-09,1,50,2016-07-01,2016-09-16,-31,-59,2016-05-30,2016-05-30,60,32,2016-08-29,2016-08-29,2016-06-30,CHINA - NINGBO,M-Tops,2016-06-16,11.286,14,28
CHINA - NINGBO,M-Tops,2016,8,25,2016-08-25,08/25/2016,2016,8,25,2016-09-21,09/21/2016,89.67,CHINA - NINGBO,2016-08-25,8,2016-09-21,M-Tops,-55,-82,2016-07-01,2016-07-01,22,10,2016-09-16,2016-10-01,-87,-23,2016-05-30,2016-08-29,4,95,2016-08-29,2016-12-25,2016-08-25,CHINA - NINGBO,M-Tops,2016-06-30,25.957,56,27
CHINA - NINGBO,M-Tops,2016,12,8,2016-12-08,12/08/2016,2017,12,8,2017-01-05,01/05/2017,10.5,CHINA - NINGBO,2016-12-08,12,2017-01-05,M-Tops,-59,-87,2016-10-10,2016-10-10,17,23,2016-12-25,2017-01-28,-101,-3,2016-08-29,2017-01-02,17,99,2016-12-25,2017-04-14,2016-12-08,CHINA - NINGBO,M-Tops,2016-08-25,89.67,105,28
